year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2017.447,,,,46.88
2017.4741,,,,47.38
2017.5012,,,,48.98
2017.5284,,,,49.78
2017.5555,,,,50.38
2017.5827,,,,55.08
2017.6098,,,,54.18
2017.637,,,,55.28
2017.6641,,,,57.48
2017.6913,,,,60.88
2017.7185,,,,62.48
2017.7456,,,,60.88
2017.7727,,,,61.88
2017.7999,,,,63.98
2017.8271,,,,65.78
2017.8542,,,,67.08
2017.8813,,,,65.98
2017.9085,,,,65.88
2017.9356,,,,64.28
2017.9628,,,,63.28
2017.9899,,,,58.98
2018.017,,,,57.68
2018.0442,,,,57.48
2018.0713,,,,57.18
2018.0985,,,,56.58
2018.1256,,,,51.98
2018.1527,,,,50.08
2018.18,,,,53.48
2018.207,,,,53.38
2018.2342,,,,51.68
2018.2613,,,,49.48
2018.2886,,,,50.68
2018.3156,,,,50.88
2018.3428,,,,51.28
2018.37,,,,50.98
2018.3971,,,,49.68
2018.4242,,,,50.68
2018.4513,,,,50.88
2018.4786,,,,50.68
2018.5057,,,,51.68
2018.5328,,,,54.28
2018.56,,,,55.18
2018.5871,,,,55.38
2018.6143,,,,56.88
2018.6415,,,,58.28
2018.6686,,,,60.58
2018.6958,,,,64.48
2018.7229,,,,65.18
2018.75,,,,69.08
2018.7772,,,,67.68
2018.8044,,,,69.18
2018.8315,,,,70.98
2018.8586,,,,68.58
2018.8858,,,,66.98
2018.9129,,,,64.48
2018.9401,,,,64.18
2018.9673,,,,63.28
2018.9944,,,,62.98
2019.0215,,,,59.78
2019.0486,,,,63.58
2019.0758,,,,59.48
2019.103,,,,60.68
2019.1301,,,,58.98
2019.1463,,,,58.38
2019.1877,,,,58.28
2019.2115,,,,60.18
2019.2387,,,,58.88
2019.2596,,,,57.38
2019.293,,,,56.78
2019.3202,,,,58.48
2019.3473,,,,60.58
2019.3745,,,,57.38
2019.4016,,,,55.78
2019.4287,,,,54.98
2019.4559,,,,59.38
2019.483,,,,59.38
2019.5102,,,,61.18
2019.5374,,,,60.18
2019.5645,,,,60.68
2019.5917,,,,61.88
2019.6187,,,,66.58
2019.6459,,,,69.08
2019.6731,,,,68.98
2019.7002,,,,70.68
2019.7274,,,,71.58
2019.7545,,,,70.68
2019.7817,,,,73.18
2019.8088,,,,72.98
2019.836,,,,71.48
2019.8631,,,,74.78
2019.8903,,,,72.28
2019.9174,,,,71.28
2019.9446,,,,70.98
2019.9717,,,,68.88
2019.9989,,,,67.48
2020.026,,,,63.58
2020.0531,,,,61.28
2020.0749,,,,61.98
2020.1119,,,,65.78
2020.1346,,,,63.98
2020.1617,,,,60.18
2020.1889,,,,61.68
2020.216,,,,58.18
2020.2432,,,,60.08
2020.2703,,,,62.28
2020.2975,,,,59.68
2020.3247,,,,59.18
2020.3518,,,,60.88
2020.3789,,,,61.38
2020.4061,,,,62.38
2020.4332,,,,62.48
2020.4595,,,,59.68
2020.4875,,,,62.58
2020.5147,,,,62.08
2020.5418,,,,63.98
2020.569,,,,65.58
2020.5961,,,,66.48
2020.6232,,,,65.38
2020.6504,,,,68.18
2020.6776,,,,70.98
2020.7048,,,,72.28
2020.7319,,,,73.48
2020.759,,,,75.48
2020.7862,,,,77.78
2020.8115,,,,78.18
2020.8413,,,,79.68
2020.8676,,,,77.68
2020.8948,,,,73.28
2020.9219,,,,75.78
2020.949,,,,72.78
2020.9762,,,,72.08
2021.0033,,,,71.38
2021.0305,,,,71.88
2021.0576,,,,70.88
2021.0848,,,,71.78
2021.1119,,,,67.38
2021.139,,,,64.78
2021.1662,,,,62.68
2021.1934,,,,64.28
2021.2205,,,,65.18
2021.2477,,,,67.48
2021.2748,,,,68.28
2021.3015,,,,68.08
2021.3291,,,,63.98
2021.3562,,,,65.38
2021.3834,,,,66.48
2021.4105,,,,65.38
2021.4377,,,,62.58
2021.4649,,,,66.38
2021.492,,,,67.18
2021.5192,,,,68.08
2021.5463,,,,68.18
2021.5735,,,,71.58
2021.6005,,,,73.28
2021.6278,,,,74.98
2021.6549,,,,72.28
2021.6821,,,,75.18
2021.7092,,,,78.58
2021.7364,,,,79.58
2021.7635,,,,81.28
2021.7906,,,,82.08
2021.8178,,,,84.38
2021.8449,,,,81.88
2021.8721,,,,79.78
2021.8992,,,,81.38
2021.9264,,,,82.58
2021.9535,,,,76.98
2021.9807,,,,73.98
2022.0078,,,,74.88
2022.035,,,,75.98
2022.0622,,,,75.58
2022.0892,,,,71.98
2022.1156,,,,73.08
2022.1427,,,,67.08
2022.1704,,,,64.48
2022.1971,,,,67.58
2022.2238,,,,71.38
2022.2521,,,,69.58
2022.2658,,,,71.28
2022.32,,,,64.18
2022.339,,,,67.78
2022.3661,,,,65.98
2022.3933,,,,67.48
2022.4204,,,,65.98
2022.4475,,,,67.38
2022.4747,,,,67.38
2022.5019,,,,70.68
2022.5291,,,,72.08
2022.5561,,,,73.58
2022.5833,,,,71.58
2022.6104,,,,70.48
2022.6376,,,,73.48
2022.6648,,,,74.28
2022.6919,,,,78.18
2022.7191,,,,79.68
2022.7463,,,,83.38
2022.7733,,,,82.98
2022.7992,,,,82.68
2022.8295,,,,83.48
2022.8538,,,,84.28
